"number","title","pageid","namespace","length","touched"
"1337","spänna","2658769","","1914","20161205205905"
"1338","mojäng","2658832","","284","20161205205905"
"1339","östgöte","2659753","","384","20161203101431"
"1340","västgöte","2659754","","509","20161203101431"
"1341","snälla","2660170","","397","20161203101458"
"1342","fackverk","2662884","","166","20161203101529"
"1343","lövverk","2662890","","248","20161203101529"
"1344","sågverk","2662893","","235","20161203101529"
"1345","valsverk","2662895","","224","20161203101529"
"1346","konspirationsteori","2668691","","601","20161203101644"
"1347","konspiration","2668692","","806","20161203101644"
"1348","täkt","2689397","","373","20161203102244"
"1349","täckt","2689401","","360","20161203102244"
"1350","skymma","2691615","","308","20161203102336"
"1351","stjärt","2692713","","519","20161203102406"
"1352","njuta","2699220","","643","20161203102620"
"1353","inspektion","2714151","","530","20161203103106"
"1354","ackja","2739367","","481","20161203104011"
"1355","adelssläkt","2739417","","257","20161203104013"
"1356","bryggd","2740629","","296","20161203104035"
"1357","lagts","2743488","","142","20161203104101"
"1358","vischan","2749925","","244","20161207135226"
"1359","gevär","2769370","","416","20161203104821"
"1360","regim","2771465","","728","20161203104846"
"1361","stråle","2772562","","1695","20161205210006"
"1362","tjära","2780960","","799","20161203105222"
"1363","östgötska","2781052","","405","20161203105223"
"1364","västgötska","2781053","","365","20161203105223"
"1365","Södermanland","2783335","","417","20161203105303"
"1366","kika","2783367","","583","20161204195712"
"1367","spruta","2783425","","591","20161203105304"
"1368","brygd","2801342","","267","20161203105907"
"1369","huv","2831599","","464","20161203110956"
"1370","konsumtion","2838649","","356","20161203111159"
"1371","muskedunder","2840966","","300","20161203111257"
"1372","sylvass","2858729","","218","20161203111905"
"1373","könshår","2859031","","398","20161205210120"
"1374","genren","2866002","","155","20161203112052"
"1375","studsa","2875671","","213","20161206063038"
"1376","jargong","2999831","","262","20161203120412"
"1377","pretentiös","3053525","","286","20161203122016"
"1378","Lindgren","3063085","","444","20161204210956"
"1379","Lundgren","3063099","","441","20161204211026"
"1380","häftig","3336433","","767","20161205211135"
"1381","katod","3401676","","316","20161203144841"
"1382","anod","3401679","","458","20161207135740"
"1383","tungel","3434386","","546","20161206171635"
"1384","pretentiöst","3584660","","261","20161203154630"
"1385","kinesa","3625333","","265","20161205212254"
"1386","kanelbulle","3721137","","588","20161203162722"
"1387","helg","3727006","","1398","20161203162815"
"1388","babbe","3789771","","472","20161205213037"
"1389","efor","3789793","","241","20161203164435"
"1390","henom","3842310","","226","20161205213228"
"1391","skepparkrans","3849792","","1396","20161203170324"
"1392","asturisk","3853201","","251","20161203170419"
"1393","asturiska","3853207","","529","20161203170419"
"1394","gå_som_katten_kring_het_gröt","3853340","","1446","20161205213253"
"1395","skämskudde","4072249","","3345","20161205213901"
"1396","mångata","4126329","","1286","20161203182906"
"1397","knarka","4139391","","2045","20161205214056"
"1398","husdjur","4171076","","479","20161203184239"
"1399","kvitta","4205949","","548","20161205214314"
"1400","fjärd","4385827","","364","20161203195430"
"1401","skyhög","4404431","","224","20161203200355"
"1402","guss","4514988","","319","20161205215213"
"1403","riks-","4564022","","486","20161203205746"
"1404","kioskvältare","4566340","","816","20161203205824"
"1405","sjuda","4579479","","656","20161206172755"
"1406","omfång","4579736","","765","20161203210234"
"1407","gångjärn","4592001","","257","20161203210508"
"1408","sydafrikansk","4621554","","622","20161208162231"
"1409","mårka","4698485","","438","20161203213341"
"1410","Kebnekaise","4760477","","1724","20161208161851"
"1411","mittemot","4810273","","259","20161203215120"
"1412","jox","5083894","","592","20161205221958"
"1413","burdus","5461721","","271","20161204000835"
"1414","Zlatan","5476625","","844","20161204001159"
"1415","furnera","5487514","","219","20161204001347"
"1416","spärrnät","5545336","","242","20161204002430"
"1417","hölja","5578449","","394","20161204003041"
"1418","besvika","5644708","","191","20161204003646"
"1419","hägna","5648956","","151","20161204003743"
"1420","urgammal","5648972","","408","20161204003743"
"1421","bjugg","5650466","","255","20161204003746"
"1422","öknamn","5650472","","302","20161204003746"
"1423","mynning","5650684","","253","20161204003750"
"1424","skyfall","5674688","","352","20161204004156"
"1425","spöregn","5674692","","341","20161204004156"
"1426","störtskur","5674698","","322","20161204004156"
"1427","ösregn","5674702","","385","20161204004156"
"1428","hällregn","5674703","","355","20161204004156"
"1429","störtregn","5674704","","362","20161204004156"
"1430","váss","5703198","","444","20161204004744"
"1431","klå","5709194","","582","20161204004936"
"1432","hyf","5713309","","294","20161205223256"
"1433","Inn","5716476","","1053","20161205223315"
"1434","flå","5782139","","1855","20161204010640"
"1435","tränga","5789852","","599","20161204010733"
"1436","till_och_med","5848244","","295","20161204011757"
"1437","irra","5854581","","432","20161204011846"
"1438","Öresundsbron","5861715","","1085","20161204011945"
"1439","Öresund","5861735","","824","20161205223542"
"1440","konspirationsteoretiker","5866017","","498","20161204012019"
"1441","Norrmalmstorgssyndrom","5946808","","640","20161205223806"
